id,title,metadata,pdf_url,toc_pdf,abstract_url,image_url
OP98,"Social Change, Bureaucratic Rule, and Emergent Political Issues in Hong Kong",By LAU Siu-kai English/28 x 21 cm/paperback/published in March 1982,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP98.pdf,,,
OP97,Local Administrative Reform in Hong Kong: Promises and Limitations,By LAU Siu-kai English/28 x 21 cm/paperback/published in November 1981,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP97.pdf,,,
OP96,The Impact of Interviewer Language and Ethnicity on the Perceptions of Chinese Bilinguals,By Herbert D. PIERSON and Michael H. BOND English/28 x 21 cm/paperback/published in September 1981,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP96.pdf,,,
OP95,Aggressive Behavior in Chinese Society: The Problem of Maintaining Order and Harmony,By Michael H. BOND and WANG Sung-hsing English/28 x 21 cm/paperback/published in April 1981,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP95.pdf,,,
OP94,A Pilot Study on the Victims of Motor-cycle Accidents: An Epidemiological Approach,By B. T. W. LO CHAU and P. C. LEUNG English/28 x 21 cm/paperback/published in October 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP94.pdf,,,
OP93,"The Government, Intermediate Organizations and Grass-roots Politics in Hong Kong",By LAU Siu-kai English/28 x 21 cm/paperback/published in August 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP93.pdf,,,
OP92,Evaluating the Effectiveness of the Activity Approach in the Lower Primary Grades in Hong Kong,By Benjamin Y. CHAN English/28 x 21 cm/paperback/published in May 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP92.pdf,,,
OP91,An Analysis of the Relationship between Language Attitudes and English Attainment of Secondary Students in Hong Kong,"By Herbert D. PIERSON, Gail S. FU and Sik-yum LEE English/28 x 21 cm/paperback/published in May 1980",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP91.pdf,,,
OP90,"Development, Colonial Rule, and Intergroup Politics in a Chinese Village in Hong Kong",By CHAU Lam-yan and LAU Siu-kai English/28 x 21 cm/paperback/published in May 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP90.pdf,,,
OP89,Social Accommodation of Politics: The Case of the Young Hong Kong Workers,By LAU Siu-kai and HO Kam-fai English/28 x 21 cm/paperback/published in January 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP89.pdf,,,
OP88,Planned Development and Political Adaptability in Rural Hong Kong,By KUAN Hsin-chi and LAU Siu-kai English/28 x 21 cm/paperback/published in January 1980,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP88.pdf,,,
OP87,A Technique to Study the Effect of TV Violence on Behavior in Rhesus Monkeys,By King-leung KONG English/28 x 21 cm/paperback/published in December 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP87.pdf,,,
OP86,The Feasibility of Contributory Social Security Schemes in Hong Kong: A Study of Employers’ and Employees’ Opinions,By Nelson W. S. CHOW English/28 x 21 cm/paperback/published in October 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP86.pdf,,,
OP85,Community Programme Evaluation: A Study of the Demand and Existing Practice of Evaluation in the Summer Youth Programme in Hong Kong,By Bong-ho MOK English/28 x 21 cm/paperback/published in October 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP85.pdf,,,
OP84,Commune Education and Rural Development in China,By Pedro Pak-tao NG English/28 x 21 cm/paperback/published in August 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP84.pdf,,,
OP83,Mass Mobilization for Development: Water Conservancy in China,By CHAN Ying-keung English/28 x 21 cm/paperback/published in March 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP83.pdf,,,
OP82,Controlling Fertility in China: The Case of Some Kwangtung Areas,By Pedro Pak-tao NG English/28 x 21 cm/paperback/published in February 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP82.pdf,,,
OP81,Development and the Resuscitation of Rural Leadership in Hong Kong: The Case of Neo-indirect-rule,By KUAN Hsin-chi and LAU Siu-kai English/28 x 21 cm/paperback/published in February 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP81.pdf,,,
OP80,High-density Effects in Urban Hong Kong: What Do We Know and What Should We Do?,By Rance P. L. LEE English/28 x 21 cm/paperback/published in January 1979,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP80.pdf,,,
OP79,Bureaucratic Corruption in Nineteenth-century China,By Chong-chor LAU and Rance P. L. LEE English/28 x 21 cm/paperback/published in December 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP79.pdf,,,
OP78,From Traditional Familism to Utilitarianistic Familism: The Metamorphosis of Familial Ethos among the Hong Kong Chinese,By LAU Siu-kai English/28 x 21 cm/paperback/published in October 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP78.pdf,,,
OP77,"Dimensions Used in Perceiving Peers: Cross-cultural Comparisons of Hong Kong, Japanese, American, and Filipino University Students",By Michael H. BOND English/28 x 21 cm/paperback/published in August 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP77.pdf,,,
OP76,Neighbourhood Associations in a New Town: The Mutual Aid Committees in Shatin,"By John F. JONES, K. F. HO, B. LO CHAU, M. C. LAM and B. H. MOK English/28 x 21 cm/paperback/published in August 1978",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP76.pdf,,,
OP75,Life Satisfaction in Crowded Urban Environment,By Ying-keung CHAN English/28 x 21 cm/paperback/published in April 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP75.pdf,,,
OP74,Utilitarianistic Familism: The Basis of Political Stability in Hong Kong,By LAU Siu-kai English/28 x 21 cm/paperback/published in March 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP74.pdf,,,
OP73,The Socially Malnourished Children: An Anatomy of the Self-image of a Student Population in Hong Kong,By Tak-sing CHEUNG English/28 x 21 cm/paperback/published in March 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP73.pdf,,,
OP72,"Public Housing Development and Population Movement: A Study of Kwun Tong, Hong Kong",By C. Y. CHOI and Y. K. CHAN English/28 x 21 cm/paperback/published in January 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP72.pdf,,,
OP71,Material and Non-material Considerations in the Life Satisfaction of Urban Residents in Hong Kong,"By Rance P. L. LEE, Tak-sing CHEUNG and Yuet-wah CHEUNG English/28 x 21 cm/paperback/published in January 1978",https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP71.pdf,,,
OP70,"Family Planning, Fertility Decline, and Family Size Preference in Hong Kong: Some General Observations",By Pedro NG English/28 x 21 cm/paperback/published in January 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP70.pdf,,,
OP69,Face Saving in Chinese Culture: A Discussion and Experimental Study of Hong Kong Students,By Michael H. BOND and Peter W. H. LEE English/28 x 21 cm/paperback/published in January 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP69.pdf,,,
OP68,Government Funding of Voluntary Social Services,By John F. JONES English/28 x 21 cm/paperback/published in January 1978,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP68.pdf,,,
OP67,Managerial Attitudes toward Employees: Traditionalistic or Modern?,By LAU Siu-kai English/28 x 21 cm/paperback/published in December 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP67.pdf,,,
OP66,Family Structure and Processes in a New Industrial Town,By Fai-ming WONG English/28 x 21 cm/paperback/published in December 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP66.pdf,,,
OP65,The Development of New Towns in Hong Kong,By Y. K. CHAN English/28 x 21 cm/paperback/published in December 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP65.pdf,,,
OP64,Conflict Behavior and the Escalation of Crisis during the 1962 Sino-Indian Border Conflict,By Kuang-sheng LIAO and Allen S. WHITING English/28 x 21 cm/paperback/published in August 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP64.pdf,,,
OP63,Shame as an Incomplete Conception of Chinese Culture: A Study of Face,By Ambrose Y. C. KING and John T. MYERS English/28 x 21 cm/paperback/published in August 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP63.pdf,,,
OP62,"Housing Policy and Internal Movement of Population: A Study of Kwun Tong, a Chinese New Town in Hong Kong",By C. Y. CHOI English/28 x 21 cm/paperback/published in February 1977,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP62.pdf,,,
OP61,Differentiation of the Confucian Elite and Modernization in Nineteenth-century China: A Sociological Approach,By LAU Siu-kai English/28 x 21 cm/paperback/published in August 1976,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP61.pdf,,,
OP60,The Fading of Earthbound Compulsion in a Hong Kong Village: Population Mobility and Its Economic Implication,By Rance P. L. LEE English/28 x 21 cm/paperback/published in August 1976,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP60.pdf,,,
OP59,Sex and Social Class Differences in Mental Illness: The Case of Hong Kong,By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1976,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP59.pdf,,,
OP58,The Family and Family Planning in Kwun Tong: An Overview of Findings,By Pedro NG English/28 x 21 cm/paperback/published in April 1976,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP58.pdf,,,
OP57,Patterns of Urban Differentiation in Hong Kong: A Reexamination of Shevky’s Theory of Urban Development,By Siu-kai LAU English/28 x 21 cm/paperback/published in March 1976,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP57.pdf,,,
OP56,A Chinese Village in Transition: Some Preliminary Findings,By WONG Shau-lam English/28 x 21 cm/paperback/published in November 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP56.pdf,,,
OP55,Adolescent Aggression in Hong Kong,By Michael L. SUGG English/28 x 21 cm/paperback/published in 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP55.pdf,,,
OP54,The Impact of Industrialization on Fertility in Hong Kong: Some Socio-psychological Aspects,By C. Y. CHOI English/28 x 21 cm/paperback/published in August 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP54.pdf,,,
OP53,The Learning of Population-related Norms: Some Problems for Research,By Pedro NG English/28 x 21 cm/paperback/published in July 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP53.pdf,,,
OP52,The Chinese Touch in Small Industrial Organizations,By Ambrose Y. C. KING and Davy H. K. LEUNG English/28 x 21 cm/paperback/published in July 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP52.pdf,,,
OP51,Social Causes of Violent Crimes among Young Offenders in Hong Kong,By Agnes Ng English/28 x 21 cm/paperback/published in 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP51.pdf,,,
OP50,Implications of Concentrated Utilization of Local Facilities and Services in Public Housing Estates in Hong Kong,By Angela W. S. KAN English/28 x 21 cm/paperback/published in April 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP50.pdf,,,
OP49,Growth and Limitations of Social Science Research Institutions in Asia: The Hong Kong Experience,By Rance P. L. LEE English/28 x 21 cm/paperback/published in March 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP49.pdf,,,
OP48,Access to Educational Opportunity: The Case of Kwun Tong,By Pedro NG English/28 x 21 cm/paperback/published in January 1975,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP48.pdf,,,
OP47,Social Environmental Bases of Fertility Motivation: A Dynamic View,By Rance P. L. LEE and Pedro P. T. NG English/28 x 21 cm/paperback/published in October 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP47.pdf,,,
OP46,A Chinese Spirit-medium Temple in Kwun Tong: A Preliminary Report,By John T. MYERS English/28 x 21 cm/paperback/published in August 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP46.pdf,,,
OP45,Industrialization and Family Structure in Hong Kong,By Fai-Ming WONG English/28 x 21 cm/paperback/published in July 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP45.pdf,,,
OP44,The Stratification between Modern and Traditional Professions: A Study of Health Services in Hong Kong,By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP44.pdf,,,
OP43,The Role of Small Factory in Economic Development: The Case of Hong Kong,By Ambrose Y. C. KING and Peter J. L. MAN English/28 x 21 cm/paperback/published in June 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP43.pdf,,,
OP42,Problems of Integrating Chinese and Western Health Services in Hong Kong: Topia and Utopia,By Rance P. L. LEE English/28 x 21 cm/paperback/published in June 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP42.pdf,,,
OP41,The Small Factories in Kwun Tong: Problems and Strategies for Development,By Victor MOK English/28 x 21 cm/paperback/published in June 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP41.pdf,,,
OP40,A Study of Neighborly Interaction in Public Housing: The Case of Hong Kong,By Angela KAN English/28 x 21 cm/paperback/published in June 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP40.pdf,,,
OP39,The Hostel Need of the Students of The Chinese University of Hong Kong,By Angela KAN and Pedro NG English/28 x 21 cm/paperback/published in June 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP39.pdf,,,
OP38,Non-professional Social Research in Communist China: 1968–1970,By Chong-chor LAU English/28 x 21 cm/paperback/published in April 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP38.pdf,,,
OP37,Street Trading in Hong Kong: Part III ― An Examination of Government Policy and Conclusions,By F. Y. TSE English/28 x 21 cm/paperback/published in March 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP37.pdf,,,
OP36,Street Trading in Hong Kong: Part II ― Spatial Economy,By F. Y. TSE English/28 x 21 cm/paperback/published in March 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP36.pdf,,,
OP35,"Street Trading in Hong Kong: Part I ― Population, Role and Characteristics",By F. Y. TSE English/28 x 21 cm/paperback/published in March 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP35.pdf,,,
OP34,Market and Street Trading: A Conceptual Framework,By F. Y. TSE English/28 x 21 cm/paperback/published in March 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP34.pdf,,,
OP33,Methodological Problems in Data Collection and Questionnaire Construction in the Social Context of Hong Kong: A Sub-study of the Impact of Industrialization on Fertility in Hong Kong,By Betty J. CHUNG and Zack-kuen KWOK English/28 x 21 cm/paperback/published in February 1974,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP33.pdf,,,
OP32,"The Impact of Industrialization on Fertility in Hong Kong: A Demographic, Social and Economic Analysis",By C. Y. CHOI and K. C. CHAN English/28 x 21 cm/paperback/published in September 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP32.pdf,,,
OP31,On the Conceptualization of Job Satisfaction,By Pedro NG English/28 x 21 cm/paperback/published in August 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP31.pdf,,,
OP30,The Rise and Growth of Kwun Tong: A Study of Planned Urban Development,By CHAN Ying-keung English/28 x 21 cm/paperback/published in August 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP30.pdf,,,
OP29,A Study of the Role of Religious Organizations in the Kwun Tong Community,By Joan DELANEY and CHAN Ying-keung English/28 x 21 cm/paperback/published in August 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP29.pdf,,,
OP28,Social Mobility as a Source of Psychic Stress,By Rance P. L. LEE English/28 x 21 cm/paperback/published in June 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP28.pdf,,,
OP27,Hawkers and Their Relocation in Hong Kong: Data Book II,Compiled by Andrew L. C. LU and H. K. TSOI English/28 x 21 cm/paperback/published in June 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP27.pdf,,,
OP26,The Organization and Management of Factories in Kwun Tong,By Victor MOK English/28 x 21 cm/paperback/published in June 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP26.pdf,,,
OP25,"The Administrative Absorption of Politics in Hong Kong, with Special Emphasis on the City District Officer Scheme",By Ambrose Yeo-chi KING English/28 x 21 cm/paperback/published in May 1973,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP25.pdf,,,
OP24,Hawkers and Their Relocation in Hong Kong: A Proposed Analytical Scheme,By Andrew L. C. LU and H. K. TSOI English/28 x 21 cm/paperback/published in October 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP24.pdf,,,
OP23,Maternal Employment and Family Task-power Differentiation among Lower Income Chinese Families,By Fai-ming WONG English/28 x 21 cm/paperback/published in September 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP23.pdf,,,
OP22,Hong Kong Managerial Styles: Chinese and Western Approaches to Conflict Management,By Ai-li S. CHIN English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP22.pdf,,,
OP21,Study of Health Systems in Kwun Tong: Preliminary Research Report No. III ― Organizations and Attitudes of the Western-trained and the Traditional Chinese Personnel in an Industrial Community of Hong Kong,By Rance P. L. LEE English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP21.pdf,,,
OP20,Study of Health Systems in Kwun Tong: Preliminary Research Report No. II ― General Health Care Units and Physicians,By Rance P. L. LEE English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP20.pdf,,,
OP19,The Spatial Distribution of Organizations in Kwun Tong,By Y. K. CHAN English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP19.pdf,,,
OP18,The Growth Pattern of Organisations in Kwun Tong,By Y. K. CHAN English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP18.pdf,,,
OP17,The Nature of Kwun Tong as an Industrial Community: An Analysis of Economic Organisations,By Victor MOK English/28 x 21 cm/paperback/published in August 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP17.pdf,,,
OP16,On the Logic and Strategies of Sociological Inquiry,By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP16.pdf,,,
OP15,Study of Health Systems in Kwun Tong: Preliminary Research Report No. I ― Health Attitudes and Behavior of Chinese Residents,By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP15.pdf,,,
OP14,Spatial Distributions of Modern Western and Traditional Chinese Medical Practitioners in an Industrializing Chinese Town,By Rance P. L. LEE and Grace Y. C. CHIU English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP14.pdf,,,
OP13,"Population, Housing and the Availability of Medical and Health Services in an Industrializing Chinese Community",By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP13.pdf,,,
OP12,Organizational Complexity and Industrial Health Services: A Study of Kwun Tong,By Rance P. L. LEE English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP12.pdf,,,
OP11,A Theoretical and Operational Definition of Community: The Case of Kwun Tong,By Ambrose Yeo-chi KING and Y. K. CHAN English/28 x 21 cm/paperback/published in July 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP11.pdf,,,
OP10,The Study of Higher Non-expatriate Civil Servants in Hong Kong,By Aline K. WONG English/28 x 21 cm/paperback/published in June 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP10.pdf,,,
OP9,The Political Culture of Kwun Tong: A Chinese Community in Hong Kong,By Ambrose Yeo-chi KING English/28 x 21 cm/paperback/published in June 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP9.pdf,,,
OP8,Social Welfare Organisations in Kwun Tong: A Project of the Kwun Tong Industrial Community Research Programme,By H. M. LEE English/28 x 21 cm/paperback/published in June 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP8.pdf,,,
OP7,Action Research in a Social Service Agency Workshop,By Ai-li S. CHIN and Robert CHIN English/28 x 21 cm/paperback/published in May 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP7.pdf,,,
OP6,Value Changes during a Period of Modernization: The Case of Hong Kong,By Aliza M. SHIVELY and Stan SHIVELY English/28 x 21 cm/paperback/published in May 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP6.pdf,,,
OP5,Political Orientations in Hong Kong: A Socio-psychological Approach,By Stan SHIVELY English/28 x 21 cm/paperback/published in May 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP5.pdf,,,
OP4,"Organizational Size, Structural Differentiation and the Man at the Top in Hong Kong",By Rance P. L. LEE English/28 x 21 cm/paperback/published in May 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP4.pdf,,,
OP3,Sampling in the Kwun Tong Industrial Community Research Programme,By Y. K. CHAN English/28 x 21 cm/paperback/published in February 1972,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP3.pdf,,,
OP2,Socioeconomic Status and Psychiatric Disorder: A Panel Study,By Rance P. L. LEE English/28 x 21 cm/paperback/published in November 1971,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP2.pdf,,,
OP1,The Education and Professional Training of Secondary School Teachers in Hong Kong,By Joan F. DELANEY and CHAN Chee-wang English/28 x 21 cm/paperback/published in July 1971,https://www.hkiaps.cuhk.edu.hk/wp-content/uploads/2023/06/SRC_OP1.pdf,,,
